title_key,id,title_ja,title_en,author,year,status,demographic,source_file,source_index
彼女、人見知ります,kanojo_hitomishirimasu,彼女、人見知ります,"Kanojo, Hitomishirimasu","Miyajima, Reiji",2020,ongoing,shonen,src/data/coreDB_extra4.js,112
勇者パティにかわいい子がいたので、告白してみた。,yuusha_party_ni_kawaii_ko_ga_ita_node_kokuhaku_shitemita,勇者パーティーにかわいい子がいたので、告白してみた。,"Yuusha Party ni Kawaii Ko ga Ita node, Kokuhaku shitemita.",Suisei / Kairi,2021,ongoing,seinen,src/data/coreDB_extra4.js,114
配達先のお姉さんが怖すぎる,haitatsusaki_no_oneesan_ga_kowasugiru,配達先のお姉さんが怖すぎる,Haitatsusaki no Oneesan ga Kowasugiru,"Yorima, Riyo",2024,ongoing,seinen,src/data/coreDB_extra4.js,115
のあ先輩はともだち。,noa_senpai_wa_tomodachi,のあ先輩はともだち。,Noa-senpai wa Tomodachi.,"Akiyama, Enma",2023,ongoing,shonen,src/data/coreDB_extra4.js,116
茜部先生は照れ知らず,akanabe_sensei_wa_tereshirazu,茜部先生は照れ知らず,Akanabe-sensei wa Tereshirazu,"Tajimi, Naoya",2023,ongoing,shonen,src/data/coreDB_extra4.js,117
町人aは悪役令嬢をどうしても救いたい～どぶと空と氷の姫君～,chounin_a_wa_akuyaku_reijou_wo_doushitemo_sukuitai_dobu_to_sora_to_koori_no_himegimi,町人Aは悪役令嬢をどうしても救いたい ～どぶと空と氷の姫君～,Chounin A wa Akuyaku Reijou wo Doushitemo Sukuitai: Dobu to Sora to Koori no Himegimi,"Meguro, Sankichi / Isshiki, Koutarou",2021,ongoing,seinen,src/data/coreDB_extra4.js,119
sランク冒険者である俺の娘たちは重度のファザコンでした,s_rank_boukensha_de_aru_ore_no_musume_tachi_wa_juudo_no_fathercon_deshita,Sランク冒険者である俺の娘たちは重度のファザコンでした,S-Rank Boukensha de Aru Ore no Musume-tachi wa Juudo no Fathercon deshita,"Nozomi, Tsubame / Tomobashi, Kametsu",2020,ongoing,seinen,src/data/coreDB_extra4.js,121
幼馴染とはラブコメにならない,osananajimi_to_wa_love_comedy_ni_naranai,幼馴染とはラブコメにならない,Osananajimi to wa Love Comedy ni Naranai,"Misu, Shinya",2022,ongoing,shonen,src/data/coreDB_extra4.js,124
今年の三石さんはどこかおかしい,kotoshi_no_mitsuishi_san_wa_dokoka_okashii,今年の三石さんはどこかおかしい,Kotoshi no Mitsuishi-san wa Dokoka Okashii,Shirosawa,2021,ongoing,seinen,src/data/coreDB_extra4.js,125
サキュバス&ヒットマン,succubus_hitman,サキュバス&ヒットマン,Succubus & Hitman,"Fukami, Makoto / Tokiya, Seigo",2020,ongoing,shonen,src/data/coreDB_extra4.js,127
アンタと幼なじみってだけでもイヤなのに～絶交から始まるs級美少女との学園成り上がり生活～,anta_to_osananajimi_tte_dake_demo_iya_nanoni_zekkou_kara_hajimaru_s_kyuu_bishoujo_to_no_gakuen_nariagari_seikatsu,アンタと幼なじみってだけでもイヤなのに! ～絶交から始まるS級美少女との学園成り上がり生活～,Anta to Osananajimi tte dake demo Iya nanoni! Zekkou kara Hajimaru S-kyuu Bishoujo to no Gakuen Nariagari Seikatsu,"Yuuji, Yuuji / Touno, Kiri",2025,ongoing,shonen,src/data/coreDB_extra4.js,129
ニュノマル,new_normal,ニューノーマル,New Normal,"Aihara, Akito",2020,ongoing,seinen,src/data/coreDB_extra4.js,130
カワイイなんて聞いてない,kawaii_nante_kiitenai,カワイイなんて聞いてない!!,Kawaii nante Kiitenai!!,"Harufuji, Nakaba",2020,ongoing,shojo,src/data/coreDB_extra4.js,135
虚の記憶,kara_no_kioku,虚の記憶,Kara no Kioku,Eve / Newo,2020,ongoing,josei,src/data/coreDB_extra4.js,136
ギャルゲマに褒められたい,gal_gamer_ni_homeraretai,ギャルゲーマーに褒められたい,Gal Gamer ni Homeraretai,Geshumaro,2022,ongoing,seinen,src/data/coreDB_extra4.js,137
恋せよまやかし天使ども,koiseyo_mayakashi_tenshi_domo,恋せよまやかし天使ども,Koiseyo Mayakashi Tenshi-domo,"Uzuki, Coco",2023,ongoing,shojo,src/data/coreDB_extra4.js,138
追放された転生重騎士はゲム知識で無双する,tsuihou_sareta_tensei_juukishi_wa_game_chishiki_de_musou_suru,追放された転生重騎士はゲーム知識で無双する,Tsuihou sareta Tensei Juukishi wa Game Chishiki de Musou suru,"Necoco / Brocco, Lee",2022,ongoing,shonen,src/data/coreDB_extra4.js,140
俺は星間国家の悪徳領主,ore_wa_seikan_kokka_no_akutoku_ryoushu,俺は星間国家の悪徳領主!,Ore wa Seikan Kokka no Akutoku Ryoushu!,"Mishima, Yomu / Nadajima, Kai",2021,ongoing,seinen,src/data/coreDB_extra4.js,143
gantze,gantz_e,GANTZ:E,Gantz:E,"Oku, Hiroya / Kagetsu, Jin",2020,ongoing,shonen,src/data/coreDB_extra4.js,146
会社と私生活－オンとオフ－,kaisha_to_shiseikatsu_on_to_off,会社と私生活－オンとオフ－,Kaisha to Shiseikatsu: On to Off,"Kanazawa, Shinnosuke",2023,ongoing,seinen,src/data/coreDB_extra4.js,147
俺の股間は美少女だったのか,ore_no_kokan_wa_bishoujo_datta_no_ka,俺の股間は美少女だったのか,Ore no Kokan wa Bishoujo Datta no ka,Unichiri,2022,ongoing,seinen,src/data/coreDB_extra4.js,148
ラブコメ漫画に入ってしまったので、推しの負けヒロインを全力で幸せにする,love_comedy_manga_ni_haitteshimatta_node_oshi_no_make_heroine_wo_zenryoku_de_shiawase_ni_suru,ラブコメ漫画に入ってしまったので、推しの負けヒロインを全力で幸せにする,"Love Comedy Manga ni Haitteshimatta node, Oshi no Make Heroine wo Zenryoku de Shiawase ni Suru",Shiryu / Shiharu,2022,ongoing,seinen,src/data/coreDB_extra4.js,151
ぼくの好きな人が好きな人,boku_no_suki_na_hito_ga_suki_na_hito,ぼくの好きな人が好きな人,Boku no Suki na Hito ga Suki na Hito,"Aoi, Sekina / Tsuzura, Ryou",2022,ongoing,seinen,src/data/coreDB_extra4.js,153
カノジョに浮気されていた俺が、小悪魔な後輩に懐かれています,kanojo_ni_uwaki_sareteita_ore_ga_koakuma_na_kouhai_ni_natsukareteimasu,カノジョに浮気されていた俺が、小悪魔な後輩に懐かれています,"Kanojo ni Uwaki Sareteita Ore ga, Koakuma na Kouhai ni Natsukareteimasu","Kazawa, Youhei / Omiya, Yuu",2021,ongoing,shonen,src/data/coreDB_extra4.js,155
真の実力はギリギリまで隠していようと思う,shin_no_jitsuryoku_wa_girigiri_made_kakushiteiyou_to_omou,真の実力はギリギリまで隠していようと思う,Shin no Jitsuryoku wa Girigiri made Kakushiteiyou to Omou,"Kamegoya, Sato / Nekoyasha",2020,ongoing,seinen,src/data/coreDB_extra4.js,160
経験値貯蓄でのんびり傷心旅行～勇者と恋人に追放された戦士の無自覚ざまぁ～,keikenchi_chochiku_de_nonbiri_shoushin_ryokou_yuusha_to_koibito_ni_tsuihou_sareta_senshi_no_mujikaku_zamaa,経験値貯蓄でのんびり傷心旅行 ～勇者と恋人に追放された戦士の無自覚ざまぁ～,Keikenchi Chochiku de Nonbiri Shoushin Ryokou: Yuusha to Koibito ni Tsuihou sareta Senshi no Mujikaku Zamaa,"Tokugawa, Lemon / Kanata, Yoshiki",2021,ongoing,seinen,src/data/coreDB_extra4.js,162
ネトゲの嫁が人気アイドルだった～クル系の彼女は現実でも嫁のつもりでいる～,netoge_no_yome_ga_ninki_idol_datta_cool_kei_no_kanojo_wa_genjitsu_demo_yome_no_tsumori_de_iru,ネトゲの嫁が人気アイドルだった　～クール系の彼女は現実でも嫁のつもりでいる～,Netoge no Yome ga Ninki Idol datta: Cool-kei no Kanojo wa Genjitsu demo Yome no Tsumori de Iru,Abone / Mottso,2022,ongoing,seinen,src/data/coreDB_extra4.js,164
galaxias,galaxias,GALAXIAS,Galaxias,"Hatezaka, Ao",2024,ongoing,shonen,src/data/coreDB_extra4.js,165
才女のお世話高嶺の花だらけな名門校で、学院一のお嬢様（生活能力皆無）を陰ながらお世話することになりました,saijo_no_osewa_takane_no_hanadarake_na_meimonkou_de_gakuin_ichi_no_ojousama_seikatsu_nouryoku_kaimu_wo_kagenagara_osewa_suru_koto_ni_narimashita,才女のお世話 高嶺の花だらけな名門校で、学院一のお嬢様（生活能力皆無）を陰ながらお世話することになりました,"Saijo no Osewa: Takane no Hanadarake na Meimonkou de, Gakuin Ichi no Ojousama (Seikatsu Nouryoku Kaimu) wo Kagenagara Osewa suru Koto ni Narimashita","Mizushima, Sorahiko / Sakaishi, Yuusaku",2021,ongoing,seinen,src/data/coreDB_extra4.js,167
となりの黒川さん,tonari_no_kurokawa_san,となりの黒川さん,Tonari no Kurokawa-san,"Itou, Kyousuke",2024,ongoing,shonen,src/data/coreDB_extra4.js,168
異世界で配信活動をしたら大量のヤンデレ信者を生み出してしまった件,isekai_de_haishin_katsudou_wo_shitara_tairyou_no_yandere_shinja_wo_umidashiteshimatta_ken,異世界で配信活動をしたら大量のヤンデレ信者を生み出してしまった件,Isekai de Haishin Katsudou wo Shitara Tairyou no Yandere Shinja wo Umidashiteshimatta Ken,"Myon / Iyomine, Tsuku",2023,ongoing,seinen,src/data/coreDB_extra4.js,169
aランクパティを離脱した俺は、元教え子たちと迷宮深部を目指す。,a_rank_party_wo_ridatsu_shita_ore_wa_moto_oshiego_tachi_to_meikyuu_shinbu_wo_mezasu,Aランクパーティを離脱した俺は、元教え子たちと迷宮深部を目指す。,"A-Rank Party wo Ridatsu shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu wo Mezasu.","Yuuri / Unagi, Kousuke",2021,ongoing,shonen,src/data/coreDB_extra4.js,171
時森さんが無防備です,tokimori_san_ga_muboubi_desu,時森さんが無防備です!!,Tokimori-san ga Muboubi desu!!,Tazawa,2022,ongoing,seinen,src/data/coreDB_extra4.js,173
放課後のアイドルには秘密がある,houkago_no_idol_ni_wa_himitsu_ga_aru,放課後のアイドルには秘密がある,Houkago no Idol ni wa Himitsu ga Aru,"Amane, Kashiko",2022,ongoing,seinen,src/data/coreDB_extra4.js,174
雨と君と,ame_to_kimi_to,雨と君と,Ame to Kimi to,"Nikaidou, Kou",2020,ongoing,shonen,src/data/coreDB_extra4.js,178
負けヒロインが多すぎる@comic,make_heroine_ga_oosugiru_comic,負けヒロインが多すぎる!@comic,Make Heroine ga Oosugiru! @comic,"Itachi / Amamori, Takibi",2022,ongoing,seinen,src/data/coreDB_extra4.js,179
うしろの席のぎゃるに好かれてしまった。もう俺はダメかもしれない。,ushiro_no_seki_no_gal_ni_sukarete_shimatta_mou_ore_wa_dame_kamoshirenai,うしろの席のぎゃるに好かれてしまった。もう俺はダメかもしれない。,Ushiro no Seki no Gal ni Sukarete Shimatta. Mou Ore wa Dame Kamoshirenai.,"Michinoku, Koharu / Suya, Maromi",2023,ongoing,shonen,src/data/coreDB_extra4.js,180
クプルムの花嫁,cuprum_no_hanayome,クプルムの花嫁,Cuprum no Hanayome,namo,2020,ongoing,seinen,src/data/coreDB_extra4.js,181
怠惰な悪辱貴族に転生した俺、シナリオをぶっ壊したら規格外の魔力で最凶になった,taida_na_akujoku_kizoku_ni_tensei_shita_ore_scenario_wo_bukkowashitara_kikakugai_no_maryoku_de_saikyou_ni_natta,怠惰な悪辱貴族に転生した俺、シナリオをぶっ壊したら規格外の魔力で最凶になった,"Taida na Akujoku Kizoku ni Tensei shita Ore, Scenario wo Bukkowashitara Kikakugai no Maryoku de Saikyou ni Natta","Kikuchi, Kaisei / Oda, Douma",2024,ongoing,seinen,src/data/coreDB_extra4.js,185
竜と歩む成り上がり冒険者道～用済みとしてsランクパティから追放された回復魔術師、捨てられた先で最強の神竜を復活させてしまう～,ryuu_to_ayumu_nariagari_boukensha_dou_youzumi_toshite_s_rank_party_kara_tsuihou_sareta_kaifuku_majutsushi_suterareta_saki_de_saikyou_no_shinryuu_wo_fukkatsu_sasete_shimau,竜と歩む成り上がり冒険者道～用済みとしてSランクパーティから追放された回復魔術師、捨てられた先で最強の神竜を復活させてしまう～,"Ryuu to Ayumu Nariagari Boukensha-dou: Youzumi toshite S-Rank Party kara Tsuihou sareta Kaifuku Majutsushi, Suterareta Saki de Saikyou no Shinryuu wo Fukkatsu sasete Shimau","Kishimoto, Kazuha / @Karikari Ume",2021,ongoing,seinen,src/data/coreDB_extra4.js,186
勇者パティを追い出された器用貧乏～パティ事情で付与術士をやっていた剣士、万能へと至る～,yuusha_party_wo_oidasareta_kiyoubinbou_party_jijou_de_fuyo_jutsushi_wo_yatteita_kenshi_bannou_e_to_itaru,勇者パーティを追い出された器用貧乏　～パーティ事情で付与術士をやっていた剣士、万能へと至る～,"Yuusha Party wo Oidasareta Kiyoubinbou: Party Jijou de Fuyo Jutsushi wo Yatteita Kenshi, Bannou e to Itaru","Yonezou / Togami, Itsuki",2021,ongoing,seinen,src/data/coreDB_extra4.js,187
センシティブボイ,sensitive_boy,センシティブ・ボーイ,Sensitive Boy,46,2022,ongoing,seinen,src/data/coreDB_extra4.js,188
透明男と人間女～そのうち夫婦になるふたり～,toumei_otoko_to_ningen_onna_sonouchi_fuufu_ni_naru_futari,透明男と人間女～そのうち夫婦になるふたり～,Toumei Otoko to Ningen Onna: Sonouchi Fuufu ni Naru Futari,Iwatobineko,2021,ongoing,seinen,src/data/coreDB_extra4.js,190
異世界ウォキング,isekai_walking,異世界ウォーキング,Isekai Walking,"Arukuhito / Ogawa, Kei",2022,ongoing,shonen,src/data/coreDB_extra4.js,191
田んぼで拾った女騎士、田舎で俺の嫁だと思われている,tanbo_de_hirotta_onna_kishi_inaka_de_ore_no_yome_dato_omowareteiru,田んぼで拾った女騎士、田舎で俺の嫁だと思われている,"Tanbo de Hirotta Onna Kishi, Inaka de Ore no Yome dato Omowareteiru","Renkinou / Otoha, Saori",2023,ongoing,shonen,src/data/coreDB_extra4.js,192
お気楽領主の楽しい領地防衛,okiraku_ryoushu_no_tanoshii_ryouchi_bouei,お気楽領主の楽しい領地防衛,Okiraku Ryoushu no Tanoshii Ryouchi Bouei,"Inoue, Mitsuru / Aoiro, Maro",2021,ongoing,seinen,src/data/coreDB_extra4.js,193
ドロイング最強漫画家はお絵描きスキルで異世界無双する,drawing_saikyou_mangaka_wa_oekaki_skill_de_isekai_musou_suru,ドローイング　最強漫画家はお絵描きスキルで異世界無双する!,Drawing: Saikyou Mangaka wa Oekaki Skill de Isekai Musou suru!,"Im, Dal Young / Kim, Kwang Hyun",2021,ongoing,seinen,src/data/coreDB_extra4.js,195
税金で買った本,zeikin_de_katta_hon,税金で買った本,Zeikin de Katta Hon,"Keiyama, Kei / Zuino",2021,ongoing,shonen,src/data/coreDB_extra4.js,196
ウルフちゃんは澄ましたい,wolf_chan_wa_sumashitai,ウルフちゃんは澄ましたい,Wolf-chan wa Sumashitai,"Honno, Shiori",2023,ongoing,seinen,src/data/coreDB_extra4.js,198
最強陰陽師の異世界転生記～下僕の妖怪どもに比べてモンスタが弱すぎるんだが～,saikyou_onmyouji_no_isekai_tenseiki_geboku_no_youkai_domo_ni_kurabete_monster_ga_yowasugirun_da_ga,最強陰陽師の異世界転生記 ～下僕の妖怪どもに比べてモンスターが弱すぎるんだが～,Saikyou Onmyouji no Isekai Tenseiki: Geboku no Youkai-domo ni Kurabete Monster ga Yowasugirun da ga,"Okazaki, Toshinori / Kosuzu, Kiichi",2020,ongoing,seinen,src/data/coreDB_extra4.js,199
失業賢者の成り上がり～嫌われた才能は世界最強でした～,shitsugyou_kenja_no_nariagari_kirawareta_sainou_wa_sekai_saikyou_deshita,失業賢者の成り上がり～嫌われた才能は世界最強でした～,Shitsugyou Kenja no Nariagari: Kirawareta Sainou wa Sekai Saikyou deshita,"Mikawa, Ghost / Oomine",2020,ongoing,seinen,src/data/coreDB_extra4.js,202
異世界転移したのでチトを生かして魔法剣士やることにする,isekai_teni_shita_node_cheat_wo_ikashite_mahou_kenshi_yaru_koto_ni_suru,異世界転移したのでチートを生かして魔法剣士やることにする,Isekai Teni shita node Cheat wo Ikashite Mahou Kenshi Yaru Koto ni Suru,"Shinkou, Shotou / Nanora",2020,ongoing,seinen,src/data/coreDB_extra4.js,203
どうか俺を放っておいてくれなぜかぼっちの終わった高校生活を彼女が変えようとしてくる,douka_ore_wo_houtteoite_kure_nazeka_bocchi_no_owatta_koukou_seikatsu_wo_kanojo_ga_kaeyou_to_shitekuru,どうか俺を放っておいてくれ なぜかぼっちの終わった高校生活を彼女が変えようとしてくる,Douka Ore wo Houtteoite Kure: Nazeka Bocchi no Owatta Koukou Seikatsu wo Kanojo ga Kaeyou to Shitekuru,"Aizaki, Kabegiwa / Shiki, Mutsuko",2022,ongoing,seinen,src/data/coreDB_extra4.js,204
sランクパティから解雇された【呪具師】～『呪いのアイテム』しか作れませんが、その性能はアティファクト級なり……～,s_rank_party_kara_kaiko_sareta_jugushi_noroi_no_item_shika_tsukuremasen_ga_sono_seinou_wa_artifact_kyuu_nari,Sランクパーティから解雇された【呪具師】～『呪いのアイテム』しか作れませんが、その性能はアーティファクト級なり……！～,"S-Rank Party kara Kaiko sareta ""Jugushi"": ""Noroi no Item"" shika Tsukuremasen ga, Sono Seinou wa Artifact-kyuu nari......!","LAgun / Ogawa, Nishiki",2021,ongoing,shonen,src/data/coreDB_extra4.js,205
英雄と賢者の転生婚～かつての好敵手と婚約して最強夫婦になりました～,eiyuu_to_kenja_no_tenseikon_katsute_no_koutekishu_to_konyaku_shite_saikyou_fuufu_ni_narimashita,英雄と賢者の転生婚～かつての好敵手と婚約して最強夫婦になりました～,Eiyuu to Kenja no Tenseikon: Katsute no Koutekishu to Konyaku shite Saikyou Fuufu ni Narimashita,"Fujiki, Washiro / Nishi, Riku",2023,ongoing,shonen,src/data/coreDB_extra4.js,208
僕の彼女はデッカワイイ,boku_no_kanojo_wa_dekkawaii,僕の彼女はデッカワイイ,Boku no Kanojo wa Dekkawaii,sanorin,2024,ongoing,seinen,src/data/coreDB_extra4.js,209
歴史に残る悪女になるぞ悪役令嬢になるほど王子の溺愛は加速するようです,rekishi_ni_nokoru_akujo_ni_naru_zo_akuyaku_reijou_ni_naru_hodo_ouji_no_dekiai_wa_kasoku_suru_you_desu,歴史に残る悪女になるぞ 悪役令嬢になるほど王子の溺愛は加速するようです！,Rekishi ni Nokoru Akujo ni Naru zo: Akuyaku Reijou ni Naru hodo Ouji no Dekiai wa Kasoku suru you desu!,"Hoshi, Akari / Ookido, Izumi",2020,ongoing,shojo,src/data/coreDB_extra4.js,210
物語の黒幕に転生して,monogatari_no_kuromaku_ni_tensei_shite,物語の黒幕に転生して,Monogatari no Kuromaku ni Tensei shite,"Segawa, Hajime / Yuuki, Ryou",2022,ongoing,shonen,src/data/coreDB_extra4.js,211
人生逆転浮気され、えん罪を着せられた俺が、学園一の美少女に懐かれる,jinsei_gyakuten_uwaki_sare_enzai_wo_kiserareta_ore_ga_gakuen_ichi_no_bishoujo_ni_natsukareru,人生逆転 浮気され、えん罪を着せられた俺が、学園一の美少女に懐かれる,"Jinsei Gyakuten: Uwaki sare, Enzai wo Kiserareta Ore ga, Gakuen Ichi no Bishoujo ni Natsukareru","Igakuchi, Ei / D",2025,ongoing,seinen,src/data/coreDB_extra4.js,212
姫騎士は蛮族〈バルバロイ〉の嫁,himekishi_wa_barbaroi_no_yome,姫騎士は蛮族〈バルバロイ〉の嫁,Himekishi wa Barbaroi no Yome,"Kotoba, Noriaki",2021,ongoing,shonen,src/data/coreDB_extra4.js,215
育成スキルはもういらないと勇者パティを解雇されたので、退職金がわりにもらった【領地】を強くしてみる,ikusei_skill_wa_mou_iranai_to_yuusha_party_wo_kaikosareta_node_taishoku_kingawari_ni_moratta_ryouchi_wo_tsuyoku_shitemiru,育成スキルはもういらないと勇者パーティを解雇されたので、退職金がわりにもらった【領地】を強くしてみる,"Ikusei Skill wa Mou Iranai to Yuusha Party wo Kaikosareta node, Taishoku Kingawari ni Moratta ""Ryouchi"" wo Tsuyoku shitemiru","Takahashi, Yoshiyuki / Kurooji",2020,ongoing,seinen,src/data/coreDB_extra4.js,216
最弱テイマはゴミ拾いの旅を始めました。＠comic,saijaku_tamer_wa_gomi_hiroi_no_tabi_wo_hajimemashita_comic,最弱テイマーはゴミ拾いの旅を始めました。＠COMIC,Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita. @comic,"Fukino, Tou / Honobonoru500",2020,ongoing,shonen,src/data/coreDB_extra4.js,217
ギャルに優しいオタク君,gal_ni_yasashii_otaku_kun,ギャルに優しいオタク君,Gal ni Yasashii Otaku-kun,Souchuu / 138 Neko,2022,ongoing,shonen,src/data/coreDB_extra4.js,218
ダンジョンの幼なじみ,dungeon_no_osananajimi,ダンジョンの幼なじみ,Dungeon no Osananajimi,Kuma,2022,ongoing,seinen,src/data/coreDB_extra4.js,219
ボイッシュ彼女が可愛すぎる,boyish_kanojo_ga_kawaisugiru,ボーイッシュ彼女が可愛すぎる,Boyish Kanojo ga Kawaisugiru,"Gyuunyuu, Mugigohan",2025,ongoing,seinen,src/data/coreDB_extra4.js,224
unnamedmemory,unnamed_memory,Unnamed Memory,Unnamed Memory,"Etsumi, Naoki / Furumiya, Kuji",2020,ongoing,seinen,src/data/coreDB_extra4.js,225
龍とカメレオン,ryuu_to_chameleon,龍とカメレオン,Ryuu to Chameleon,"Ishiyama, Ryou",2022,ongoing,shonen,src/data/coreDB_extra4.js,226
高校時代に傲慢だった女王様との同棲生活は意外と居心地が悪くない,koukou_jidai_ni_gouman_datta_joou_sama_to_no_dousei_seikatsu_wa_igai_to_igokochi_ga_warukunai,高校時代に傲慢だった女王様との同棲生活は意外と居心地が悪くない,Koukou Jidai ni Gouman datta Joou-sama to no Dousei Seikatsu wa Igai to Igokochi ga Warukunai,"Togawa, Ritsu / Dozaemon, Misoneta",2024,ongoing,seinen,src/data/coreDB_extra4.js,229
鵺の陰陽師,nue_no_onmyouji,鵺の陰陽師,Nue no Onmyouji,"Kawae, Kouta",2023,ongoing,shonen,src/data/coreDB_extra4.js,230
辺境ぐらしの魔王、転生して最強の魔術師になる,henkyougurashi_no_maou_tensei_shite_saikyou_no_majutsushi_ni_naru,辺境ぐらしの魔王、転生して最強の魔術師になる,"Henkyougurashi no Maou, Tensei shite Saikyou no Majutsushi ni Naru","Sengetsu, Sakaki / Muraichi",2020,ongoing,seinen,src/data/coreDB_extra4.js,231
難攻不落の魔王城へようこそ～デバフは不要と勇者パティを追い出された黒魔導士、魔王軍の最高幹部に迎えられる～,nankoufuraku_no_maoujou_e_youkoso_debuff_wa_fuyou_to_yuusha_party_wo_oidasareta_kuro_madoushi_maougun_no_saikou_kanbu_ni_mukaerareru,難攻不落の魔王城へようこそ～デバフは不要と勇者パーティーを追い出された黒魔導士、魔王軍の最高幹部に迎えられる～,"Nankoufuraku no Maoujou e Youkoso: Debuff wa Fuyou to Yuusha Party wo Oidasareta Kuro Madoushi, Maougun no Saikou Kanbu ni Mukaerareru","Mitaka, Hozumi / Kaidouj1",2020,ongoing,seinen,src/data/coreDB_extra4.js,234
魔女大戦32人の異才の魔女は殺し合う,majo_taisen_32_nin_no_isai_no_majo_wa_koroshiau,魔女大戦 32人の異才の魔女は殺し合う,Majo Taisen: 32-nin no Isai no Majo wa Koroshiau,"Shiozuka, Makoto / Kawamoto, Homura",2020,ongoing,seinen,src/data/coreDB_extra4.js,235
異世界サムライ,isekai_samurai,異世界サムライ,Isekai Samurai,"Saitou, Keigo",2023,ongoing,seinen,src/data/coreDB_extra4.js,239
しのびごと,shinobigoto,しのびごと,Shinobigoto,"Takegushi, Ippon / Mitarashi, Santa",2024,ongoing,shonen,src/data/coreDB_extra4.js,240
悪祓士〈エクソシスト〉のキヨシくん,exorcist_no_kiyoshi_kun,悪祓士〈エクソシスト〉のキヨシくん,Exorcist no Kiyoshi-kun,"Usui, Shouichi",2024,ongoing,shonen,src/data/coreDB_extra4.js,244
婚約破棄された令嬢を拾った俺が、イケナイことを教え込む～美味しいものを食べさせておしゃれをさせて、世界一幸せな少女にプロデュス～,konyaku_haki_sareta_reijou_wo_hirotta_ore_ga_ikenai_koto_wo_oshiekomu_oishii_mono_wo_tabesasete_oshare_wo_sasete_sekaiichi_shiawase_na_shoujo_ni_produce,婚約破棄された令嬢を拾った俺が、イケナイことを教え込む ～美味しいものを食べさせておしゃれをさせて、世界一幸せな少女にプロデュース!～,"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu: Oishii Mono wo Tabesasete Oshare wo Sasete, Sekaiichi Shiawase na Shoujo ni Produce!","Katsura, Ichiho / Fukada, Sametarou",2020,ongoing,josei,src/data/coreDB_extra4.js,245
後藤さんは振り向かせたい,gotou_san_wa_furimukasetai,後藤さんは振り向かせたい！,Gotou-san wa Furimukasetai!,Mikipon,2021,ongoing,seinen,src/data/coreDB_extra4.js,247
救世主〈メシア〉～異世界を救った元勇者が魔物のあふれる現実世界を無双する～,messiah_isekai_wo_sukutta_motoyuusha_ga_mamono_no_afureru_genjitsu_sekai_wo_musou_suru,救世主〈メシア〉～異世界を救った元勇者が魔物のあふれる現実世界を無双する～,Messiah: Isekai wo Sukutta Motoyuusha ga Mamono no Afureru Genjitsu Sekai wo Musou suru,"Heisei, Owari / Harada, Eri",2022,ongoing,seinen,src/data/coreDB_extra4.js,248
eldenring黄金樹への道,elden_ring_ougonju_e_no_michi,ELDEN RING 黄金樹への道,Elden Ring: Ougonju e no Michi,"Tobita, Nikiichi",2022,ongoing,seinen,src/data/coreDB_extra4.js,249
迷子になっていた幼女を助けたら、お隣に住む美少女留学生が家に遊びに来るようになった件について,maigo_ni_natteita_youjo_wo_tasuketara_otonari_ni_sumu_bishoujo_ryuugakusei_ga_ie_ni_asobi_ni_kuru_you_ni_natta_ken_ni_tsuite,迷子になっていた幼女を助けたら、お隣に住む美少女留学生が家に遊びに来るようになった件について,"Maigo ni Natteita Youjo wo Tasuketara, Otonari ni Sumu Bishoujo Ryuugakusei ga Ie ni Asobi ni Kuru you ni Natta Ken ni Tsuite",Pentagon / Nekokuro,2024,ongoing,seinen,src/data/coreDB_extra4.js,254
まんきつしたい常連さん,mankitsu_shitai_jouren_san,まんきつしたい常連さん,Mankitsu shitai Jouren-san,Shinmirin,2023,ongoing,seinen,src/data/coreDB_extra4.js,256
かわいい彼女ちゃん,kawaii_kanojo_chan,かわいい彼女ちゃん,Kawaii Kanojo-chan,Semimaru,2023,ongoing,seinen,src/data/coreDB_extra4.js,257
今日から始める幼なじみ,kyou_kara_hajimeru_osananajimi,今日から始める幼なじみ,Kyou kara Hajimeru Osananajimi,"Obiya, Midori",2021,ongoing,seinen,src/data/coreDB_extra4.js,263
俺にトラウマを与えた女子達がチラチラ見てくるけど、残念ですが手遅れです,ore_ni_trauma_wo_ataeta_joshi_tachi_ga_chirachira_mitekuru_kedo_zannen_desu_ga_teokure_desu,俺にトラウマを与えた女子達がチラチラ見てくるけど、残念ですが手遅れです,"Ore ni Trauma wo Ataeta Joshi-tachi ga Chirachira Mitekuru kedo, Zannen desu ga Teokure desu","Ichitaka / Midou, Yuragi",2023,ongoing,seinen,src/data/coreDB_extra4.js,264
満州アヘンスクワッド,manshuu_ahen_squad,満州アヘンスクワッド,Manshuu Ahen Squad,"Monma, Tsukasa / Shikako",2020,ongoing,shonen,src/data/coreDB_extra4.js,265
僕のいけずな婚約者,boku_no_ikezu_na_konyakusha,僕のいけずな婚約者,Boku no Ikezu na Konyakusha,"Fuyutani, Riku",2024,ongoing,seinen,src/data/coreDB_extra4.js,268
隣のステラ,tonari_no_stella,隣のステラ,Tonari no Stella,Ammitsu,2022,ongoing,shojo,src/data/coreDB_extra4.js,269
